Opportunity Id,Account,Opp Name,Account Owner,Old Use_case__c,Proposed Use_case__c (Claude),Confidence,Needs Review,Rationale,Final Use Case Type (human),Litmus Test,Evidence,Tier,EAR,Revised Use Case Type (Pass 2),Pass 2 Notes

006UY00000KmvoUYAR,Shopify,Shopify - Marketing Orchestration,Adam Levine,Lifecycle Management,Communications & Marketing Platform,Medium,TRUE,"Opp Name 'Marketing Orchestration' points squarely at orchestrating outbound marketing, but Details is empty ('see next step notes') and Gong has no calls near the 2025-04-29 CreatedDate, so the name is the ...",,"Is the primary outcome orchestrating outbound comms/campaigns (email/SMS/push), routing, timing, compliance?",Opp Name: 'Shopify - Marketing Orchestration'; Details='see next step notes' (no signal); Gong find_by_email for Shopify contacts returned no calls...,3,19999.92,,"Shopify=commerce platform. Opp details empty, no doc/Gong; only anchor is name 'Marketing Orchestration' -> Comms/Marketing.…"

006UY000005KYidYAG,Snap,"Snap - API Platform, Account Processor (OSS Migration)",Conrad Vogel,Business processes,Other,Low,TRUE,"OSS-migration deal with empty details ('-'). Name 'API Platform, Account Processor' is too generic to satisfy any single litmus; the shared doc does not name this workload. Thin/no signal.",,Doesn't cleanly fit any above; needs a free-text description.,"details '-'; Name 'Snap - API Platform, Account Processor (OSS Migration)'; shared Doc '2024 Renewal Positioning' does not list this workload.",2,19200,,"Empty details ('-'), generic name, not named in renewal doc's workload list. Why stuck: no opp-specific signal. Stays Low/Ot…"

006UY00000DXfEcYAL,FIS,FIS - Card Verification,Ryan Lambert,SMS & Emails,Communications & Marketing Platform,High,FALSE,"Fraud-team workflow: on case creation it validates phone, runs Twilio lookups (mobile/spoof), checks TCPA-compliant time, then sends email + schedules/sends SMS and awaits responses. Primary outcome is orche...",,"Is the primary outcome orchestrating outbound comms/campaigns (email/SMS/push), routing, timing, compliance?","Doc ""FIS Use Case - Card Verification"": 'NO - send email, schedule text for TCPA compliant time / YES - send email, send text. Await responses'; Tw...",2,19152,,

006UY00000Qql78YAB,Anysphere,Anysphere - Ai Agent Orchestration,Conrad Vogel,AI/ML Orchestration,AI - Agents,High,FALSE,Details describe durable agent loops that run for extended periods with checkpointing and run multiple agents in parallel for slow/expensive inference. Core workload is LLM-driven agents acting across multi-...,,"Does an LLM decide what to do next (plan, choose tools/steps) across a multi-step workflow?",details: 'Building durable agent loops that can run for extended periods (10 minutes to an hour) and incorporate checkpointing... running multiple ...,1,18900,,"Anysphere=Cursor AI coding co. Rich opp details: durable LLM agent loops w/ checkpointing, many agents in parallel. Clean AI…"

006UY00000HD7zZYAT,Personio,Personio - Payroll Processing,Mael Ropars,Business processes,Financial Services & Lending,High,FALSE,"Native German payroll product: Payroll Run, Generate Payslip, Approve Payroll Run workflows that finalize pay, generate documents, and communicate with regulatory bodies (one-month cycle mandated by law). A ...",,Is the primary outcome a financial product workflow beyond payments (loan/underwriting/claims/approvals/settlement) with regulated steps?,Doc 'Personio - Temporal Use Case - Opportunity Summary - 20250116 - MR': 'Native payroll solution for Germany ... payroll cycle lasts for one mont...,2,18333,,"HR SaaS native German payroll: Payroll Run/Payslip/Approve workflows finalize pay, generate docs, communicate w/ regulators …"

0065f00000NHmbYAAT,Fynd,Fynd Ecommerce - Platform Customisations DSL (workload),Ayush Asthana,Business processes,Other,Low,TRUE,A DSL / drag-n-drop workflow builder Fynd packages with its ecommerce platform so sellers customise arbitrary workflows without code; the abandoned-cart email is only one customer example. It is a generic co...,,Doesn't cleanly fit any above; needs a free-text description.,"details: 'DSL built on Temporal to allow Fynd ecommerce platform clients to easily customise workflows'; Doc ""Fynd Temporal Use Case Discovery Guid...",2,18000,,Ecommerce SaaS. Opp = a DSL/no-code workflow builder sellers use to customise arbitrary workflows (abandoned-cart email is j…

006UY000001cTd9YAE,SageSure,Sagesure - Workloads,Justin Reid,Business processes,Other,Low,TRUE,"Multi-workload/platform deal: a single opp spanning claims email (Comms), quoting search hydration into OpenSearch (Data Pipelines), and monthly payment credit charges (Payments) across ~55 services. No sing...",,Doesn't cleanly fit any above; needs a free-text description.,"details ""- Email sending / Quoting search hydration / Payments: monthly credit charges""; Doc ""Sagesure USE CASE"": ""used across ~55 services primari...",2,18000,,SageSure = coastal-property insurance underwriter. One opp spans claims email + quoting search hydration + payments across ~…

006UY000007LHEmYAO,Square,Square: Loyalty & Giftcard Orchestration,Andrew Eidenshink,Business Transactions,Data Pipelines & ETL,High,FALSE,"Doc confirms the workload replicates/synchronizes loyalty accounts, points, programs and gift cards across multiple Square merchants in a franchise org (keeps mappings/replicas in sync, BatchInclude/CreateMi...",,"Is the primary outcome moving/transforming data between systems (sync, ingest, transform, load), not delivering a product workflow?",Doc 'Loyalty & GiftCards Orchestration': 'Replicate loyalty accounts/points/programs between multiple Square merchants'; 'BatchInclude workflow - f...,2,18000,,Doc confirms replicating/synchronizing loyalty accounts/points/giftcards across Square merchants (BatchInclude/keep-replicas…

0065f00000KSJHrAAP,Turo Inc.,Turo – Reservations - Expansion,Adam Levine,Business processes,Other,Low,TRUE,"Legacy generic 'Business processes' with details 'Expansion of migration efforts' — a migration/expansion deal with no workload-specific signal; no doc linked; Gong coverage starts ~late June 2023, after the...",,Doesn't cleanly fit any above; needs a free-text description.,details 'Expansion of migration efforts'; legacy Use_case__c 'Business processes'; Doc null; Gong: no calls near CreatedDate 2023-05-08 (earliest e...,3,17796,,"Car-sharing marketplace. Stuck: details 'Expansion of migration efforts' only, no doc, no Gong near CreatedDate. Migration/n…"

006UY000009qsyQYAQ,Pluto TV,Pluto TV - Media Processing,Adam Levine,Business processes,Other,Medium,TRUE,Video transcoding engine replacing Dolby Hybrik (and Camunda) for Pluto TV Video Engineering. It is a fixed media-processing pipeline but NON-AI (no models/inference/LLM) — straight encoding/transcoding. AI ...,,Doesn't cleanly fit any above; needs a free-text description.,"details 'Media processing - replacement of Dolby Hybrik'; Doc ""PlutoTV_Video Engineering"": 'Video Transcoding - have been leveraging Dolby Hybrik f...",2,17640,,FAST streaming (Paramount); video transcoding engine replacing Dolby Hybrik/Camunda. Non-AI encoding pipeline -> Other (AI-P…

006UY000004MCrWYAW,Elevate,Elevate - expansion - full workload,Nader Afrakhan,Business Transactions,Financial Services & Lending,High,FALSE,"Elevate's product is a consumer-directed benefits platform (HSA/FSA/HRA, commuter). Temporal orchestrates the regulated financial-account workflows: participant enrollment, HSA setup, bank-account linking vi...",,Is the primary outcome a financial product workflow beyond payments (loan/underwriting/claims/approvals/settlement) with regulated steps?,"Doc ""Elevate Use Case Notes"": ""consumer-directed benefits (HSAs, FSAs, HRAs, commuter benefits)""; ""enrolling a new participant (creating a user rec...",2,16800,,"Consumer-directed-benefits (HSA/FSA/HRA) API platform, $B managed funds, HIPAA/PCI. Doc: enroll participant -> create user, …"

006UY00000KJlcRYAT,Shopify,Shopify - Vantage Discovery Workload,Adam Levine,Business processes,Data Pipelines & ETL,High,FALSE,"Details describe ingesting data from JSON files and transforming it into product-listing descriptions on vendor websites to keep them up to date - a data move/transform/sync pipeline, not a product workflow....",,"Is the primary outcome moving/transforming data between systems (sync, ingest, transform, load), not delivering a product workflow?",details: 'takes information from JSON files and converts it into information on listings on vendors websites to keep descriptions up to date'.,1,16200,,

0065f00000JcUX7AAN,Box,Box - File Systems - Relay,Tom Kadlick,Business processes,Other,Medium,TRUE,"Powers Box Relay, Box's own no-code workflow/collaboration automation product (box.com/collaboration/relay-workflow). A generic product workflow engine that doesn't cleanly fit any specific vertical (not dat...",,Doesn't cleanly fit any above; needs a free-text description.,details: 'the underlying coordination is Box's own workflow functionality https://www.box.com/collaboration/relay-workflow'; Gong call 163044074202...,3,15372,,"Box = content collaboration SaaS. Opp powers Box Relay, their own no-code workflow-automation product; generic product engin…"

006UY00000FguYEYAZ,Essent,Essent - Tibco replacement,Stuart Herd,Business processes,Other,Low,TRUE,"TIBCO BPM replacement spanning 400+ heterogeneous workflows (smart-meter ingestion, complaints handling, customer onboarding). Platform-consolidation/migration deal with no single dominant use case, so it ca...",,Doesn't cleanly fit any above; needs a free-text description.,"Doc ""Essent Use Case Template"": 'Currently using Tibco BPM to orchestrate their business processes. 400+ workflows... Use cases vary from smart met...",2,14700,,"Dutch energy retailer (E.ON). Deal = replace TIBCO BPM across 400+ heterogeneous workflows (metering, complaints, onboarding…"

0065f00000JcmXSAAZ,Yum Brands,"Yum Brands - Alpha Payments (US TacoBell, KFC)",Sean Dunbar,Business Transactions,Payment Processing & Settlement,High,FALSE,"Opp name says 'Payments'; details null but linked doc 'Yum Payments: KFC,TacoBell,Habit' describes capture/refund/void workflows for mobile orders (260K capture workflows/day) - money moving through auth/capture/void/refund.",,"Is the primary outcome 'money moves correctly' (auth, capture, settlement, reconciliation)? Includes payment gateway integrations.","Doc title 'Yum Payments : KFC,Taco Bell,Habit'; 'Capture Workflow', 'Refund Workflow', 'Void Workflow'; 'it is a transactional payment application'.",2,14580,,

006UY000001tPWgYAM,Alaska Airlines,Alaska Re-bookings use case,Micah Manzano,Business processes,Order Management & Fulfillment,High,FALSE,eComm Bookings team building end-to-end airline bookings/re-bookings (order validation → full booking). A booking is a reservation/order being completed correctly; doc confirms 'end-to-end bookings'.,,Is the primary outcome that an order gets completed correctly (placed → processed → fulfilled → delivered/returned)?,"Details 'end-to-end bookings (including re-bookings)'; doc 'Alaska Airlines Use Case Bookings', eComm Bookings team, 'expand initial workflow to end-to-end bookin...",2,14423,,

006UY000000XKchYAG,Square,CashApp: Know Your Customer (KYC) Refresh App,Andrew Eidenshink,"Identity Verification / ""Know Your Customer""",Customer Onboarding & Identity Verification,High,FALSE,CashApp KYC Refresh app re-verifies/updates KYC contact details for customers and sends KYC reminders - core identity verification workflow. Litmus directly matches KYC.,,Is the primary outcome getting a new customer verified + onboarded (KYC/KYB + activation)?,Details: 'Know Your Customer (KYC) Refresh app updates the KYC Contact details... send KYC reminders'.,1,14400,,

0065f00000PWuh4AAD,Twilio,Twilio Intelligence,Collin Cook,Business processes,AI - Processing Pipelines,High,FALSE,"Twilio Intelligence orchestrates call transcription AI - a fixed pipeline running call data through AI/transcription models, plus deletion/account-deletion cleanup. Fits AI processing pipeline (media/transcription processing).",,"Is it a fixed pipeline running data through AI models (RAG, doc/media processing, inference, classification)?","Details: 'Twilio Intelligence product provide call transcription AI. Temporal orchestrate the flows for Transcriptions of Calls, Deletion of Calls...'.",1,13824,,

006UY000007JRJtYAO,Xero,Xero - Expense Claims Use case,Chris Marshment,Lifecycle Management,Data Pipelines & ETL,High,FALSE,"Doc: a 2-way data sync between Xero Expenses and Xero Accounting (change events on a queue) — ""expense claims...",,"Is the primary outcome moving/transforming data between systems (sync, ingest, transform, load), not delivering a product workflow?","Doc ""Application of Temporal in Xero Expenses"": ""2-way sync between these two...",2,13800,,

006UY0000027721YAA,Cargo,Cargo- customer onboarding- workload,Nader Afrakhan,Business processes,Customer Onboarding & Identity Verification,Medium,TRUE,"Opp name + details both center on 'customer onboarding use case' (20M actions/month, growth tied to onboarding). Onboarding is explicit, but details lack KYC/verification specifics, so Medium.",,Is the primary outcome getting a new customer verified + onboarded (KYC/KYB + activation)?,"Name 'customer onboarding workload'; details 'Growth tied to customer onboarding use case', '20Mil actions per month'.",1,13200,,Doc shows Cargo IS a 'business orchestration platform' over the data warehouse; 'customer onboarding' = onboarding customers onto…

006UY00000TwZskYAF,Datalogic,Datalogic - IOT workflows,Mael Ropars,Infrastructure applications,Infrastructure Automation & CI/CD,High,FALSE,"Device fleet management: collecting logs/status, pushing updates and triggering actions across thousands of deployed Datalogic devices. Primary outcome is operating/updating deployed device infra (push updates) rather than movi...",,"Is the primary outcome shipping/operating infra or software (deploy, provision, upgrade, rotate, rollback)?","Use_Case_Details__c: 'devices fleet management: collecting logs, status, pushing updates, triggering actions in datalogic devices deployed in their customer premi...",1,12900,,"Datalogic = barcode/data-capture hardware + 'Datalogic Connect' IoT fleet platform. Opp = fleet mgmt: collect logs/status, push u…"

006UY00000BZM0vYAH,Wolters Kluwer,Wolters Kluwer - Tax Return Data Import (Scan),Micah Manzano,Business processes,Data Pipelines & ETL,High,FALSE,"Importing customer data (Name, SSN, Address) into tax returns at ~3M customers/day ('Scan' app), replacing an old queuing system. Primary outcome is ingesting/moving data into the tax-return system, not a regulated financial pr...",,"Is the primary outcome moving/transforming data between systems (sync, ingest, transform, load), not delivering a product workflow?",Doc 'WK Use Case - Tax Return Data Import': 'Customer data information... import into tax returns. Roughly 3M customers/day (Scan application)'; current solution ...,2,12168,,"Tax/accounting software co. Scan app imports customer data into tax returns ~3M/day, replacing old queuing system; data-ingest ou…"

0065f00000IT9PcAAL,Netflix,Netflix - Cloud Gaming - H2'23,Tom Kadlick,Infrastructure applications,Infrastructure Automation & CI/CD,High,FALSE,Doc: appliance firmware upgrade workflow (Drain to upgrade to rollback) replacing Spinnaker pipelines.,,"Is the primary outcome shipping/operating infra or software (deploy, provision, upgrade, rotate, rollback)?","Doc ""Cloud Gaming Fleet Management"": firmware upgrade Drain to upgrade to rol...",2,12000,,

0065f00000OzYjBAAV,Outreach,Outreach - Cloud Migration,Andrea Siegel,Unknown,Control Plane Operations,Low,TRUE,"MIGRATION deal (OSS to Cloud, cost-driven), BUT the doc names a real primary workload: a service-orchestratio...",,Are they building/operating a platform control plane that provisions/manages other systems/tenants via APIs and policy?,"Doc: ""service orchestration system to handle provisioning scenarios related t...",2,12000,,Sales-engagement SaaS; explicit OSS-to-Cloud migration deal (DB-spend driven). Migration-deal …

0065f00000LkkwiAAB,Remitly,Remitly - SoV,Conrad Vogel,Business processes,Payment Processing & Settlement,Low,TRUE,"Details null; name 'SoV' is uninterpretable (likely Source/Statement of Value, not a workload). No doc section or Gong call near 2023-06 CreatedDate explains it; Gong coverage starts ~2025. Best guess follows the Remitly accoun...",,"Is the primary outcome 'money moves correctly' (auth, capture, settlement, reconciliation)? Includes payment gateway integrations.",Use_Case_Details__c=null; name='SoV'; no Gong transcript coverage near CreatedDate 2023-06-21; account's primary workload (sibling opp) is Money Movement/payments.,3,12000,,"Digital remittance/money-transfer co; opp details null, name 'SoV' uninterpretable, no doc, no Gong near 2023 CreatedDate. Best-g…"

0065f00000OR05SAAT,ZoomInfo,Zoominfo B2B Marketing Opp,Andrea Siegel,Business processes,Communications & Marketing Platform,High,FALSE,"Details said 'MarketingETL', but the doc resolves the workload to Marketing Audience Life Cycle Mgmt: recalculating marketing audiences daily, assigning them to campaigns, and running campaigns through social channels and DSPs....",,"Is the primary outcome orchestrating outbound comms/campaigns (email/SMS/push), routing, timing, compliance?",Doc 'Zoominfo Marketing Audience Life Cycle Mgmt UC': 'Recalculate a customer's marketing audience... Audiences are assigned to campaigns... Run the campaign thro...,2,12000,,GTM/marketing-intel platform. Opp doc resolves workload to marketing audience recalc + assign to campaigns + run via social/DSP =…

006UY000007M2WzYAK,Disney Worldwide Services,Disney WW Services - Expand - GIS Vulnerability Mgt,Sean Dunbar,Infrastructure applications,Infrastructure Automation & CI/CD,Medium,TRUE,"Vulnerability management, replacing an end-of-life pre-packaged ServiceNow workflow. Vuln management/remediation is operating/securing software infra (deploy/rotate/patch), matching the Infra category (consistent with prior Sny...",,"Is the primary outcome shipping/operating infra or software (deploy, provision, upgrade, rotate, rollback)?","Use_Case_Details__c: 'Vulnerability management. GIS has a pre-packaged ServiceNow workflow that's going end of life, so may need to replace with a new workflow'.",1,12000,,Entertainment/media. Opp = vulnerability management replacing an EOL ServiceNow workflow; securing/patching software infra fits I…

006UY000007pIi2YAE,Galileo Financial Technologies,Galileo - Payment Hub - Fed Now (Instant Payments),Sean Dunbar,Business Transactions,Payment Processing & Settlement,High,FALSE,FedNow is an instant-payments rail; details describe it as 'their version of Zelle for Fed customers' (real-time money movement). Primary outcome is money moving correctly between accounts. Opp name 'Payment Hub' reinforces.,,"Is the primary outcome 'money moves correctly' (auth, capture, settlement, reconciliation)? Includes payment gateway integrations.",Use_Case_Details__c: 'Fed Now - There version of Zelle for Fed customers'; Name: 'Galileo - Payment Hub - Fed Now (Instant Payments)'.,1,12000,,

006UY000008VvGjYAK,ADP,ADP - Nudge Engine,Andrea Siegel,AI/ML Orchestration,AI - Processing Pipelines,High,FALSE,"Nudge is the 'processing and delivery mechanism' for ADP Assist, blending HCM data with generative AI via fixed nudging flows (retrieve data -> call HCM writing-assist model to generate notes -> route/notify). A fixed pipeline ...",,"Is it a fixed pipeline running data through AI models (RAG, doc/media processing, inference, classification)?","Use case doc (Nudge): 'Nudge is the processing and delivery mechanism for ADP Assist, which blends...HCM dataset with generative AI'; Flow1 'Call HCM writing assi...",2,12000,,ADP=HCM/payroll. Re-read Nudge doc: fixed gen-AI flows (retrieve HCM data->call writing-assist model->route). Clean Processing Pi…

006UY000008ktL3YAI,REA Group,REA Group - Coming Soon Listings (workload),Xavier Sawyer,Business Transactions,Other,Medium,TRUE,"Opp details empty ('Details'); doc describes processing real-estate Listings (ads) through a multi-step pipeline, modernizing old monoliths to event-driven architecture (legacy type 'REA MS Orchestration'). Not payments/invento...",,Doesn't cleanly fit any above; needs a free-text description.,Doc: 'Listings (ads) processing involves a number of steps...Visibility of Listing in a pipeline is quite important'; 'replacing some really old system (monoliths...,2,12000,,Australia's #1 real-estate listings/ads platform (web-confirmed). Opp = process property Listings(ads) thru multi-step pipeline. …

006UY00000BuKguYAF,"Hona, Inc.",Hona-Migration-Workload,Nikolas Filardo,Business processes,Other,Low,TRUE,"Migration/multi-workload deal: name 'Hona-Migration-Workload', doc 'data integration (OSS migration)' moving 141 self-hosted workflow types from self-hosted Temporal to Cloud. Spans 141 mixed internal-business + customer/produc...",,Doesn't cleanly fit any above; needs a free-text description.,Details: '141 various types of workflows: internal business processes and customer/product related'; doc: 'Use case: data integration (OSS migration)'; '141 uniqu...,2,12000,,Hona=legal-sector client comms/case-mgmt CRM. Opp=OSS migration of 141 mixed internal+product workflow types from self-hosted to …

006UY00000COxHnYAL,Lendingkart Technologies Private Limited,Lendingkart (workload - loan origination),Ayush Asthana,Loan Origination,Financial Services & Lending,High,FALSE,Lendingkart is a lending marketplace; opp name and details both state 'loan origination via marketplace.' Loan origination is the canonical regulated financial-product workflow beyond payments. Single clear litmus match.,,Is the primary outcome a financial product workflow beyond payments (loan/underwriting/claims/approvals/settlement) with regulated steps?,Use_Case_Details__c: 'Loan origination via marketplace'; Name: 'Lendingkart (workload - loan origination)'; legacy type 'Loan Origination'.,1,12000,,

006UY00000D0XULYA3,Kotak Mahindra Bank Pvt Ltd,Kotak End of Day Reporting (2nd workload),Ayush Asthana,Workflows,Other,Low,TRUE,"Opp details were just a doc link. Linked doc is account-level multi-workload (shared bank platform: TAS/Branch, eStamp, Identity Mgmt, Data Pipeline, End of day reporting). This opp is the 'End of Day Reporting' workload - a ba...",,Doesn't cleanly fit any above; needs a free-text description.,Doc 11YZd0jm... lists 'End of day reporting' as one workload among many on Kotak's shared Temporal platform; no detail on what the EOD process does. Opp name = 'E...,2,12000,,"Re-read multi-workload doc: lists 'End of day reporting' among many on Kotak's shared platform, zero detail on the EOD process it…"

006UY00000EOXnZYAX,Macquarie Group,Macquarie Group - BFS Wealth Management (Workload),Chris Marshment,Human-In-The-Loop Approval Workflows,Other,Low,TRUE,"Details: part of 'Straight Through Processing' project to digitise 43 different workflows end-to-end, removing paper-form and manual process. Broad multi-process digitization in wealth management; not a single regulated financi...",,Doesn't cleanly fit any above; needs a free-text description.,"Use_Case_Details__c: 'part of the Straight Through Processing Project... digitise 43 different workflows end-to-end, removing all paper form workflows and manual ...",1,12000,,"Global investment bank; STP project digitising 43 different workflows end-to-end. Explicitly multi-workload, not one regulated pr…"

006UY00000ERkl3YAD,Uphold,Uphold - Gamification Use Case,Xander Stephens,Workflows,Other,Low,TRUE,"Name = 'Gamification Use Case'; details = 'Tasks & Rewards use case'. A gamification/tasks-and-rewards engine does not map to any of the 15 litmus tests (not payments, comms, data pipeline, etc.). Best fit is the catch-all.",,Doesn't cleanly fit any above; needs a free-text description.,Use_Case_Details__c: 'Tasks & Rewards use case'; opp name 'Uphold - Gamification Use Case'. No doc.,1,12000,,Digital-money platform. Opp = gamification 'Tasks & Rewards' engine; no doc. Stuck: tasks/rewards engine maps to none of the 15 l…

006UY00000H7q1lYAB,Gorgias,Gorgias - AI Agents,Mael Ropars,AI/ML Orchestration,AI - Agents,High,FALSE,Name 'AI Agents' and details 'Managing all AI agent activity via workflows' point directly at orchestrating LLM-driven agents (the agent decides next steps across multi-step workflows). Clean single-litmus match; no competing t...,,"Does an LLM decide what to do next (plan, choose tools/steps) across a multi-step workflow?",Use_Case_Details__c: 'Managing all AI agent activity via workflows'; opp name 'Gorgias - AI Agents'.,1,12000,,

006UY00000JQRMbYAP,Bridgewater,BW - Migration workload - Trading platform,Andrea Siegel,Business Transactions,Payment Processing & Settlement,Low,TRUE,"Name flags this as a 'Migration workload' (currently self-hosted trading platform) -> per the migration-deal rule, best-guess only + Low. Trading platform = orderly money/securities movement, nearest litmus is Payment Processin...",,"Is the primary outcome 'money moves correctly' (auth, capture, settlement, reconciliation)? Includes payment gateway integrations.","Opp name 'BW - Migration workload - Trading platform'; details 'currently self hosted trading platform'. Migration/consolidation deal, thin per-workload signal.",1,12000,,Bridgewater = investment mgmt. Stuck: explicit 'Migration workload' of self-hosted trading platform; migration-deal rule + thin p…

006UY00000MihixYAB,Coupang,Coupang - Expand - eCommerce Eng - AI Agent Runner Infrastructure,Sean Dunbar,AI/ML Orchestration,AI - Internal Agent Platforms,High,FALSE,"Details + linked doc describe an Internal AI Agent Platform ('Agent Builder Platform / emux') - an agent runner infrastructure that internal SW engineers plug into to build their own agent use cases (coding agents, incident ana...",,Are they building a platform for many Agents that other internal teams plug into?,Doc 1Vcof9t0...: 'Internal AI Agent Platform (Agent Builder Platform / emux) built on Temporal'; details 'SW Engineer who is building AI Agent use case can come a...,2,12000,,

006UY00000WG9WLYA1,Second Spectrum Inc,Second Spectrum Inc - Genius Sports - Transcoding,Ben Luger,Operational Process,AI - Processing Pipelines,Medium,TRUE,Workload is 'Video transcoding' (opp name = Transcoding). Second Spectrum is a sports video/AI company; transcoding is a fixed media-processing pipeline feeding their video stack. Closest of the 15 is the media-processing pipel...,,"Is it a fixed pipeline running data through AI models (RAG, doc/media processing, inference, classification)?","Use_Case_Details__c: 'Video transcoding'; opp name 'Genius Sports - Transcoding'. Gong call 8194419253031164587 was about namespace strategy, not the transcoding ...",1,12000,,Second Spectrum = sports computer-vision/video AI (now Genius Sports). Workload = video transcoding = fixed media-processing pipe…

006UY00000Z6L2PYAV,The Motley Fool,The Motley Fool - subscription and pricing workflow,Jesse Malik,Other,Payment Processing & Settlement,Medium,TRUE,"Opp is multi-step billing: subscription extensions, pricing changes, compensation logic across systems via Stripe, replacing cron jobs. Doc: 'eliminate payment transaction failures' / billing workflows. Billing/subscription orchestration (money-movement adjacent) rather than auth/capture/settlement proper; best single fit is Payment.",,"Is the primary outcome 'money moves correctly' (auth, capture, settlement, reconciliation)? Includes payment gateway integrations.","Details: 'orchestrating batch operations related to subscription extensions, pricing changes, and other multi-step billing processes...replacing cron-based jobs'. Doc: Stripe-based billing, 'eliminate payment transaction failures'.",2,12000,,

006UY00000AGu26YAD,Planet,Planet Labs - Workload - Workflow Standardization,Alexia Smith,Other,Other,Low,TRUE,"Thin/generic: 'EAP Use Cases' / 'Multiple use cases - standardized workflow orchestration'. No single dominant workload identified; multi-workload standardization play. No Gong calls for the account; Account.Description mis-populated (HARMAN), so company context unusable.",,Doesn't cleanly fit any above; needs a free-text description.,Use_Case_Details 'EAP Use Cases'; Other_Detail 'Multiple use cases - standardized workflow orchestration on Temporal'. Gong find_by_email returned no calls.,3,12000,,

006UY00000XVJjKYAX,GeneDx,GeneDx - Order Management,Jesse Malik,Other,Order Management & Fulfillment,High,FALSE,"Opp name + details anchor on genomic test order lifecycle: orders placed, upgraded (add patient), downgraded (remove), or cancelled via child 'Order Process Workflows' with reconciliation. Outcome = an order completes correctly. Legacy 'Entity Lifecycle Management' label is not a live type.",,Is the primary outcome that an order gets completed correctly (placed → processed → fulfilled → delivered/returned)?,Use_Case_Details: order upgrade/downgrade/cancel via reconciliation; signals upgrade_order/downgrade_order from RLC workflow to child Order Process Workflows.,1,12000,,

006UY000007peVfYAI,Rippling,Rippling - Custom Objects,Tom Kadlick,Business processes,Data Pipelines & ETL,High,FALSE,"Details state 'migrating from Mongo to Aurora Postgres for data collections' - the primary outcome is moving/transforming data between datastores, a textbook data migration/ETL. No competing product workflow.",,"Is the primary outcome moving/transforming data between systems (sync, ingest, transform, load), not delivering a product workflow?",Use_Case_Details__c: 'migrating from Mongo to Aurora Postgres for data collections'.,1,11724,,

006UY00000XS28jYAD,Postman Inc,Postman Inc - IAM,Ayush Asthana,"Identity Verification / ""Know Your Customer""",Other,Medium,TRUE,"IAM via SCIM/SSO is INTERNAL employee/app identity and access management (security director putting apps behind SSO+SCIM), not customer KYC/onboarding and not infra deploy. Doesn't cleanly satisfy any of the 14 specific litmus ...",,Doesn't cleanly fit any above; needs a free-text description.,Use_Case_Details__c: 'IAM... primarily related to SCIM... new security director's initiative to put most apps behind SSO and SCIM for better management.' No Gong ...,1,11268,,"API-platform co; opp = internal IAM via SCIM/SSO (security-director initiative). Internal identity/access mgmt, not customer KYC …"

006UY000008t27qYAA,Yum Brands,Yum Brands - Hopper Task (EU all brands),Sean Dunbar,Business Transactions,Order Management & Fulfillment,High,FALSE,Details = 'OMS' (Order Management System); fast-food brand handling orders across EU brands. Primary outcome is orders getting placed/processed/fulfilled correctly.,,Is the primary outcome that an order gets completed correctly (placed → processed → fulfilled → delivered/returned)?,Use_Case_Details__c = 'OMS'; opp name 'Hopper Task (EU all brands)'.,1,11184,,

006UY000008lgTqYAI,Sinch,Sinch - Infinity,Stuart Herd,Business Transactions,Communications & Marketing Platform,High,FALSE,Details: 'New product offering messaging capabilities (multichannel)'. Sinch is a CPaaS; the workload's primary outcome is orchestrating multichannel outbound comms (messaging across channels). Direct match to comms platform li...,,"Is the primary outcome orchestrating outbound comms/campaigns (email/SMS/push), routing, timing, compliance?",Use_Case_Details__c: 'New product offering messaging capabilities (multichannel)'.,1,10800,,

006UY0000072eocYAA,Culture Amp,Culture Amp - Develop(careerpath),Grace Lua,Business processes,Other,Medium,TRUE,Career Paths feature: store/update/share role descriptions and competencies for HR leaders/employees. A generic HR talent-management product workflow with no clean fit to any of the 14 specific types (not order/payment/data-mov...,,Doesn't cleanly fit any above; needs a free-text description.,"Use_Case_Details__c: Career Paths - 'store, update, and share role descriptions and competencies across the entire organization... easy for HR leaders... and empl...",1,10500,,HR employee-engagement/performance/dev SaaS. Career Paths = store/share role descriptions & competencies; a HR talent workflow wi…

006UY0000045A6CYAU,AppDirect,AppDirect - Migration,Alex Bonakdar,Business processes,Payment Processing & Settlement,Low,TRUE,"Migration deal (decision 7): 'Migration of their core product, a subscription management service, from self-hosted to Cloud' - spans the whole product, so kept Low+Needs Review. Best-guess from Gong (billing dominant: 28 mentio...",,"Is the primary outcome 'money moves correctly' (auth, capture, settlement, reconciliation)? Includes payment gateway integrations.","Use_Case_Details__c: 'Migration of their core product, a subscription management service, from self-hosted to Cloud.' Gong calls near CreatedDate emphasize billin...",3,10200,,Subscription-mgmt SaaS marketplace. Whole-product self-hosted->Cloud migration spanning entire product; migration-deal rule keeps…

